id,status,request_type,description,created,closed,response_hours,sla_breach,latitude,longitude,location_detail
5810562,Archived,Grass (Overgrown),Browned limbs down in yard. Yard neglected.,2019-05-06 15:00:00,2019-05-07 06:53:00,15.883333333333333,0,29.6539001464844,-82.3675384521484,3008 NW 2 AVE
5848444,Archived,Other,The button to cross 75th st on the northwest corner of the intersection does not work.,2019-05-13 20:12:00,2019-07-25 08:38:00,1740.4333333333334,1,29.6303576370617,-82.4225600825835,7515 SW 24TH AVE
5857555,Archived,Noise Complaint,Loud pounding construction remodeling prior to 9am often,2019-05-15 08:02:00,2019-09-23 16:16:00,3152.233333333333,1,29.6655324,-82.3135068,307
5881874,Archived,Trash/Debris (Public Property),Trash can overflowing next to Wyatt's Coffee on the corner of SE 1st ST and SE 2nd AVE,2019-05-20 10:28:00,2019-05-20 11:38:00,1.1666666666666667,0,29.6502372,-82.3230904,202 SE 2ND AVE
5912941,Archived,Road Repair,deep pothole in the southbound lane near NW 19th Ln on NW 2nd Street,2019-05-25 07:38:00,2019-06-04 11:30:00,243.86666666666667,1,29.6704167109644,-82.3265647555672,1939-2001 NW 2ND ST
5941252,Archived,Trash/Debris (Private Property),Trash left after garage pick up,2019-05-30 20:07:00,2019-05-31 09:56:00,13.816666666666666,0,29.6538439475238,-82.3654355295769,121 NW 28TH TER
5961136,Archived,Streetlight/Lamp,Street light out on 5th Ave,2019-06-03 17:07:00,2019-06-05 10:37:00,41.5,0,29.6553335815421,-82.3290605556291,400–598 NW 4TH PL
5973450,Archived,Trash/Debris (Private Property),large piles under tarps left in driveway and yard of home,2019-06-05 10:16:00,2019-06-05 16:40:00,6.4,0,29.6914384,-82.3738993,4126 NW 34TH DR
6003595,Archived,Grass (Overgrown),Tall grass. Fallen limbs. Constant problem with this house.,2019-06-10 19:13:00,2019-06-12 16:51:00,45.63333333333333,0,29.6852390980624,-82.3447319772861,3500 NW 17TH ST
6027845,Archived,Vehicle (Abandoned/Non-Operational),There is a car with no plates gathering debris and a car behind it always blocking the sidewalk. This is directly across the street from Little Wood Elementary.,2019-06-14 08:19:00,2019-06-14 14:56:00,6.616666666666666,0,29.6594167832849,-82.381743779406,3825 NW 8TH AVE
6049864,Archived,Streetlight/Lamp,The trees are blocking the light from projecting on the street.  posing danger for neighborhoods in the area.  Requesting the trees be cut/trimmed,2019-06-18 17:53:00,2019-06-19 11:11:00,17.3,0,29.6484205,-82.2977754,334 SE 21ST STEET
6041768,Archived,Noise Complaint,"Fireworks, which upsets the dogs.",2019-06-17 14:41:00,2019-06-17 22:12:00,7.516666666666667,0,29.6674473522237,-82.3787015676498,3700 NW 16TH PL
6048315,Archived,Trash/Debris (Private Property),"Debris on the west side of the property, facing NW 30th St. has been there for at least 4 months.",2019-06-18 12:58:00,2019-06-18 13:40:00,0.7,0,29.6524905640451,-82.3670373474185,2912 W UNIVERSITY AVE
6067090,Archived,Maintenance Ditch/Drainage/Flooding,culverts not draining properly along 20th ave towards 6th st,2019-06-21 08:43:00,2019-06-25 16:50:00,104.11666666666666,1,29.6709478,-82.330948,2002 NW 6TH ST
6064178,Archived,Trash/Debris (Private Property),"Bed put out for disposal, city called and said it would be picked up. Was not picked up and now has been rained on and is lying on lawn.",2019-06-20 22:41:00,2019-06-24 07:57:00,81.26666666666667,1,29.690763,-82.345709,4040 NW 17TH TER
6073583,Archived,Road Repair,2 potholes,2019-06-22 13:04:00,2019-08-15 00:22:00,1283.3,1,29.710908,-82.345758,6125 NW 18TH DR
6107729,Archived,Sidewalk Repair,A brick is missing in the sidewalk. on the North side of Dragonfly Sushi,2019-06-28 12:29:00,2019-07-02 13:50:00,97.35,1,29.6498038,-82.3234314,201 SE 2ND AVE
6116258,Archived,General Code Issue,The CVS Access Road off of NE 8th Ave has become a regular dumping ground for trash and yard waste. Both sides of the road are affected. Hopefully codes can contact property owners of CVS and Citgo station.,2019-06-30 13:58:00,2019-07-01 06:56:00,16.966666666666665,0,29.661102,-82.324521,NE 10TH AVE & N MAIN ST
6129873,Archived,General Code Issue,Illegal sign? It was literally puffing smoke yesterday.,2019-07-02 20:22:00,2019-07-03 07:27:00,11.083333333333334,0,29.6566091265573,-82.3251217603684,530 N MAIN ST
6143747,Archived,Road Repair,small potholl,2019-07-05 07:37:00,2019-07-16 10:31:00,266.9,1,29.6631630246308,-82.3897073417902,4321 NW 12TH PL
6157584,Archived,Streetlight/Lamp,Tall street light out along Depot Park on Depot Ave.,2019-07-08 12:55:00,2019-07-10 09:51:00,44.93333333333333,0,29.6446840555556,-82.3243123888889,1-65 SE DEPOT AVE
6155398,Archived,Tree Planting Suggestion,Content blocked by rejections,2019-07-08 07:39:00,2019-07-09 16:31:00,32.86666666666667,0,29.6396688,-82.3383886,1245SW 11TH AVE
6167404,Archived,Streetlight/Lamp,The cover for this street light is laying at the base of this post.,2019-07-09 18:04:00,2020-01-22 13:35:00,4723.516666666666,1,29.6907564042139,-82.391860635937,4526 NW 41ST PL
6224014,Archived,Noise Complaint,"Loud bass music noise and vibrations throughout Woodbury Row complex. Occurs regularly throughout the day and even until 5 am.  Can be felt inside rooms, exact source unknown.",2019-07-18 04:58:00,2019-07-19 14:34:00,33.6,0,29.6473458962923,-82.3355421423912,1015 SW 5TH AVE
6358833,Archived,Trash/Debris (Private Property),"This photo was taken in a Winn-Dixie parking lot. The area all along the chain link fence separating it from the property next to it (Liquid Creative) is persistently filled with trash, recyclables, and now a dumped tire. I’ve been monitoring the area for several months and trash removal is needed.",2019-07-26 19:43:00,2019-07-30 08:42:00,84.98333333333333,1,29.6374983304642,-82.3276883333333,300 SW 16TH AVE
6365171,Archived,Vehicle (Abandoned/Non-Operational),"Vehicle parked on the east side of NW 18th Street, between NW 12th Road and NW 14th Avenue, for more than 2 weeks and has not moved.",2019-07-28 08:40:00,2019-07-30 09:28:00,48.8,0,29.6639555,-82.3471825,1200 - 1400 NW 18TH ST
6377517,Archived,Grass (Overgrown),,2019-07-30 11:03:00,2019-07-30 12:22:00,1.3166666666666667,0,29.659347,-82.317402,NE 7TH ST & NE 8TH AVE
6366704,Archived,Vehicle (Abandoned/Non-Operational),Vehicle has been parked at an abandoned house for several weeks. Expired tags,2019-07-28 19:29:00,2019-07-30 10:02:00,38.55,0,29.6521243306811,-82.3585950412312,10 SW 23RD DR
6366874,Archived,Grass (Overgrown),,2019-07-28 20:35:00,2019-07-30 10:19:00,37.733333333333334,0,29.651121,-82.360746,36 SW 25TH ST
6380301,Archived,Right-of-Way Maintenance,Overgrown,2019-07-30 19:15:00,2019-08-02 21:13:00,73.96666666666667,1,29.6619917,-82.3120933,1041 NE 11TH AVE
6387700,Archived,Trash/Debris (Private Property),Lots of trash collecting in driveway,2019-07-31 16:23:00,2019-07-31 16:58:00,0.5833333333333334,0,29.6603413696259,-82.3851368165826,4005 NW 9TH CT
6388042,Archived,Trash/Debris (Private Property),Tenants moved out and left garbage out curb-side not contained inside of a trash receptacle.,2019-07-31 17:44:00,2019-08-01 14:48:00,21.066666666666666,0,29.6588216,-82.3155341,814 NE 7TH PL
6400049,Archived,Trash/Debris (Public Property),Trash left scattered and unbagged. Has moved into the street and their is now broken glass throughout roadway. Trash is located at the guest house behind this address off of 8th St.,2019-08-02 08:52:00,2019-08-05 08:08:00,71.26666666666667,0,29.6540974,-82.3164831,734 NE 3RD AVE
6406403,Archived,Vehicle (Abandoned/Non-Operational),this trailer is permanently parked here and is filled with garbage.,2019-08-03 09:48:00,2019-08-06 13:16:00,75.46666666666667,1,29.6574652,-82.3277432,621 NW 3 ST
6406507,Archived,Parking in Yard (Other Than Driveway),,2019-08-03 10:03:00,2019-08-06 13:29:00,75.43333333333334,1,29.6552108461314,-82.3514643219135,411 NW 21ST ST
6412940,Archived,Grass (Overgrown),Yard out of control,2019-08-05 09:44:00,2019-08-06 12:45:00,27.016666666666666,0,29.6526868129085,-82.3543329162189,2223 NW 1ST AVE
6437786,Archived,Street Sign,Street sign down for many months along east side of NE 2nd St behind post office.,2019-08-08 13:32:00,2019-08-12 09:19:00,91.78333333333333,1,29.6645178891895,-82.3230642043014,1401 NE 2ND ST
6447041,Archived,Other,"Gainesville Neighbors United called Krystal Martin and left a message requesting copies of approved event permits so that neighbors could be forewarned of noise. She didn't respond. I then sent a 2/14 email requesting them. She didn't respond.On 2/22 I called the Records office. They said we'd have to get them from her and transferred me to her. When I asked her for them, she refused and said I'd have to ask Records. Please provide the records as required by statute, in the minimum reasonable time necessary to gather them together, typically 24 hours. Thank you.",2019-08-09 19:20:00,2019-09-27 07:58:00,1164.6333333333334,1,29.6516344,-82.3248262,VARIOUS
6447042,Archived,Grass (Overgrown),Overgrown yard with tall grass and weeds,2019-08-09 19:21:00,2019-08-13 07:49:00,84.46666666666667,1,29.655432,-82.37299,507 NW 34TH TERR  ORIDA
6457148,Archived,Tree Planting Suggestion,Palm tree removed at The Standard. This tree was likely required as part of the development plan and should be replaced.,2019-08-12 10:01:00,2019-11-20 07:23:00,2397.366666666667,1,29.651895637879,-82.339578779392,1325 W UNIVERSITY AVE
6456319,Archived,General Code Issue,New roof is being installed that does not meet code,2019-08-12 07:38:00,2019-10-11 15:46:00,1448.1333333333334,1,29.6711969,-82.3622471,2015 NW 27TH ST
6456915,Open,Trash/Debris (Private Property),,2019-08-12 09:31:00,,,0,29.6543943649434,-82.3519591894767,2115 NW 3RD PL
6494430,Archived,Grass (Overgrown),Side road overgrowth.,2019-08-17 14:06:00,2019-08-20 12:16:00,70.16666666666667,0,29.6723958553211,-82.355323187971,2298 NW 21ST AVE
6509208,Archived,Parking Enforcement,"Vehicle hopping curb & driving through private lawn to park in a makeshift space @ 724 sw 10th street.  Please enforce street and illegal yard parking so this doesn't become a bigger issue.   All throughout Zone 1 & 11 vehicles are parking over the lines, against the flow of traffic, and blocking/obstructing access to driveways/ intersections.",2019-08-20 10:25:00,2019-08-20 12:12:00,1.7833333333333334,0,29.6451778411865,-82.3350982666016,718 SW 10TH ST
6549471,Archived,Maintenance Ditch/Drainage/Flooding,There is continuous flooding that occurs when it rains. Cars are very close to flooding and you can not drive in the road,2019-08-26 18:38:00,2019-08-28 07:42:00,37.06666666666667,0,29.6314219,-82.3794735,3718 SW 24TH AVE
6553720,Archived,Maintenance Ditch/Drainage/Flooding,Ditch does not drain,2019-08-27 08:54:00,2019-08-27 13:20:00,4.433333333333334,0,29.6697592867366,-82.3105473071337,1122 NE 19TH PL
6570918,Archived,Street Sign,Stop sign and street signs have been hit and are twisted and going in the wrong direction.,2019-08-29 13:16:00,2019-08-29 16:40:00,3.4,0,29.655213,-82.3764857,NW 5TH AVE AND NW 36 ST
6600731,Archived,Streetlight/Lamp,someone covered this streetlight with tape. pretty trashy. please clean up,2019-09-04 13:57:00,2019-09-04 15:21:00,1.4,0,29.652530670166,-82.3250198364258,43 N MAIN ST
6607286,Archived,Vehicle (Abandoned/Non-Operational),Silver SUV non-operational with flat tire along small residential neighborhood street. This vehicle makes it difficult and dangerous for neighbors to navigate around.,2019-09-05 10:29:00,2019-09-05 13:41:00,3.2,0,29.69343,-82.360431,4302 NW 25TH TER
6608632,Archived,Trash/Debris (Private Property),Abandoned lot - people are starting to dump trash on it.,2019-09-05 13:37:00,2019-09-05 14:17:00,0.6666666666666666,0,29.680479,-82.330542,3035 NW 6TH ST
6610263,Archived,Traffic/Pedestrian Signal,The cycle time on this light is off and traffic is going to back up on the interstate,2019-09-05 18:47:00,2019-11-13 13:20:00,1650.55,1,29.6199219581707,-82.386474609375,3602-3798 SW 42ND ST
6621464,Archived,Streetlight/Lamp,out,2019-09-07 06:13:00,2019-09-12 13:14:00,127.01666666666667,1,29.6539893,-82.3433931,306 NW 16TH ST
6626997,Archived,Grass (Overgrown),,2019-09-08 19:05:00,2019-09-10 09:03:00,37.96666666666667,0,29.6810254861148,-82.3594701290131,2513 NW 31ST AVE
6638428,Archived,Vehicle (Abandoned/Non-Operational),"Vehicle and trailer parked continuously since August 22 without a decal, with a flat tire, and with one tire on the curb.  GPD says it's Codes Enforcement's problem, Code Enforcement says it's GPD's problem, and Public Works Parking says they can issue a citation but it isn't their problem either.   Way to go City of Gainesville, everyone is passing the buck and no one will take responsibility.",2019-09-10 13:20:00,2019-09-11 08:27:00,19.116666666666667,0,29.655657,-82.348578,1923 NW 5TH AVE
6644226,Archived,Grass (Overgrown),,2019-09-11 09:19:00,2019-09-11 13:27:00,4.133333333333334,0,29.6598158242854,-82.384719774127,4002 NW 8TH AVE
6673881,Archived,General Code Issue,lewd and explicit banner hanging from house.,2019-09-16 14:49:00,2019-09-16 17:21:00,2.533333333333333,0,29.65376,-82.3356465,1015 NW 3RD AVE
6697458,Archived,Tree/Limbs (Public Property),trees are blocking the street light,2019-09-19 20:12:00,2019-09-24 06:33:00,106.35,1,29.6627527,-82.3130995,1005 NE 12TH AVE
6714245,Archived,Traffic/Pedestrian Signal,"On Sunday mornings as I drive north on 34th St at 8:45am, at the SW 20th Avenue light the southbound traffic on 34th St always gets a left turn green signal even if no one is in the left lane (there is almost never anyone in this lane as it takes the driver into the Doyle Connor building parking lot). I don't know if this happens at other times.",2019-09-23 13:39:00,2019-09-23 15:43:00,2.066666666666667,0,29.6342794045794,-82.3725673203104,SW 20TH AVE & SW 34TH ST
6727320,Archived,Other,"Caller advised that there are a number of abandoned shopping carts (Goodwill, Sav-A-Lot, Big Lots) along NW 23rd Avenue (near outreach and NW 33rd Avenue off of 13th Street also).",2019-09-25 08:56:00,2019-09-25 09:08:00,0.2,0,29.6740030305104,-82.3308633327888,600 NW 23RD AVE
6753502,Archived,Sidewalk Repair,The Bell South manhole cover is sunk into the sidewalk creating a trip hazard.,2019-09-30 12:23:00,2019-10-01 16:18:00,27.916666666666668,0,29.6502011140995,-82.3225263417117,210 SE 3RD ST
6765645,Archived,Parking Enforcement,car parked outside of parking space. also looks abandoned,2019-10-02 07:53:00,2020-01-07 12:14:00,2332.35,1,29.6562938690186,-82.3147430419922,521 NE 9TH ST
6779786,Archived,Tree/Limbs (Public Property),Over wire tree limb trimmed by GRU prior to hurricane Dorian(good job). Limbs have not been removed either by Gru or city pickup.,2019-10-04 14:19:00,2019-10-07 10:41:00,68.36666666666666,0,29.682109,-82.334961,3205 NW 10TH ST
6802193,Archived,Park Repair or Clean Up,At the water source at Forest Park dog park there appears to be a break under the concrete slab.  I come here daily and today there is excess water around.  When I use the spigot to fill a pool I can see trickles of water coming out from under the slab.,2019-10-09 09:22:00,2019-10-14 11:50:00,122.46666666666667,1,29.6812369458173,-82.3202133178711,3002-3098 N MAIN ST
6812047,Archived,Parking in Yard (Other Than Driveway),Trailer and vehicles parked in other than designated areas.,2019-10-11 01:50:00,2019-10-11 10:32:00,8.7,0,29.6669025491282,-82.3369824886322,1126 NW 16TH AVE
6841301,Archived,General Code Issue,Vehicle parked on street with no tag,2019-10-17 11:46:00,2019-10-18 08:20:00,20.566666666666666,0,29.6726356,-82.3239963,2160 NE 1ST BLVD
6858495,Archived,Other,Bus rider requests a shelter be built at the bus stop in front of Meridian at SW 13th Street.,2019-10-21 14:07:00,2019-10-22 16:44:00,26.616666666666667,0,29.61324,-82.341585,4300 SW 13TH ST
6884124,Archived,Traffic/Pedestrian Signal,School zone light eastbound is out.,2019-10-25 17:02:00,2019-10-28 07:52:00,62.833333333333336,0,29.6526281615975,-82.2724914550781,30 NE 43RD TER
6883015,Archived,Trash/Debris (Public Property),City owned parking lot has debris and trash around the property,2019-10-25 12:02:00,2020-01-02 16:05:00,1660.05,1,29.6510967100707,-82.3259255826049,112 SW 1ST AVE
6889178,Archived,Noise Complaint,"Residents at 2444 have two German Shepard’s that live outside permanently. They bark all day and night, everyday of the week.",2019-10-27 10:04:00,2020-02-05 09:31:00,2423.45,1,29.664633,-82.2922,2444 NE 13TH AVE
6910894,Archived,Street Sign,Two of the 2 HR PRK signs have been pulled out of the ground and thrown over the fence.,2019-10-31 10:43:00,2019-11-04 15:08:00,100.41666666666667,1,29.6440406850461,-82.3313055932522,534 SW DEPOT AVE
7460555,Archived,Sidewalk Repair,Overgrowth is block / damaging the sidewalk.,2020-02-23 10:58:00,2020-02-27 10:12:00,95.23333333333333,1,29.656719,-82.3210515,417 NE 6TH AVE
6941140,Archived,Park Repair or Clean Up,"Wires are protruding from the worn and uneven surface of the walking path, both in areas that are compacted rock/limerock and what appears to be asphalt-type surface. Wires are visible throughout the approximately 1-mile loop trail.",2019-11-06 20:48:00,2019-11-25 10:46:00,445.96666666666664,1,29.660060458006,-82.3708319664002,3194-3258 NW 8TH AVE
